Job Title,Company Name,Location,Start Date,CTC (Annual),Experience,Apply By,Skills Required,Perks
Business Development (Sales),Sun Fibo Technology Private Limited,N/A,Starts immediatelyImmediately,N/A,N/A,6 Months,"English Proficiency (Spoken), MS-Excel, MS-PowerPoint, Certificate, Letter of recommendation, Flexible work hours, Informal dress code, 5 days a week, Free snacks & beverages, Job offer","English Proficiency (Spoken), MS-Excel, MS-PowerPoint"
Business Development (Sales),The Healthy Harvest,N/A,Starts immediatelyImmediately,N/A,N/A,4 Months,"Client Relationship Management (CRM), Market research, MS-Excel, Presentation skills, Product Strategy, Certificate, Free snacks & beverages, Job offer","Client Relationship Management (CRM), Market research, MS-Excel, Presentation skills, Product Strategy"
Field Support,Sentriscope Data Intelligence Private Limited,N/A,Starts immediatelyImmediately,N/A,N/A,3 Months,"English Proficiency (Spoken), English Proficiency (Written), Field Work, MS-Excel, MS-PowerPoint, MS-Word, Certificate, Letter of recommendation, Informal dress code, 5 days a week, Job offer","English Proficiency (Spoken), English Proficiency (Written), Field Work, MS-Excel, MS-PowerPoint, MS-Word"
PA To Founder,Universal Tribes,N/A,Starts immediatelyImmediately,N/A,N/A,6 Months,"Document Management, Email Management, English Proficiency (Spoken), English Proficiency (Written), Management, Report Generation, Certificate, Letter of recommendation, Informal dress code, Job offer","Document Management, Email Management, English Proficiency (Spoken), English Proficiency (Written), Management, Report Generation"
Field Operations,Sentriscope Data Intelligence Private Limited,N/A,Starts immediatelyImmediately,N/A,N/A,3 Months,"English Proficiency (Spoken), English Proficiency (Written), Field Work, MS-Excel, MS-PowerPoint, MS-Word, Certificate, Letter of recommendation, Informal dress code, Free snacks & beverages, Job offer","English Proficiency (Spoken), English Proficiency (Written), Field Work, MS-Excel, MS-PowerPoint, MS-Word"
Corporate Sales,TOOTHROCKET,N/A,Starts immediatelyImmediately,N/A,N/A,6 Months,"Digital Marketing, Email Marketing, English Proficiency (Spoken), English Proficiency (Written), MS-Excel, MS-Office, Social Media Marketing, Certificate, Letter of recommendation, Flexible work hours, Informal dress code, 5 days a week, Job offer","Digital Marketing, Email Marketing, English Proficiency (Spoken), English Proficiency (Written), MS-Excel, MS-Office, Social Media Marketing"
Inside Sales,ClearTax,N/A,Starts immediatelyImmediately,N/A,N/A,3 Months,"Effective Communication, Negotiation, Problem Solving, Certificate, Letter of recommendation, Flexible work hours, Informal dress code, 5 days a week, Free snacks & beverages, Job offer","Effective Communication, Negotiation, Problem Solving"
Product Marketing,TOOTHROCKET,N/A,Starts immediatelyImmediately,N/A,N/A,6 Months,"Digital Marketing, Email Marketing, English Proficiency (Spoken), English Proficiency (Written), Search Engine Marketing (SEM), Social Media Marketing, Certificate, Letter of recommendation, Flexible work hours, Informal dress code, 5 days a week, Job offer","Digital Marketing, Email Marketing, English Proficiency (Spoken), English Proficiency (Written), Search Engine Marketing (SEM), Social Media Marketing"
Video Editing/Making,Supernova AI,N/A,Starts immediatelyImmediately,N/A,N/A,1 Month,"Adobe After Effects, Adobe Premiere Pro, Hindi Proficiency (Spoken), Hindi Proficiency (Written), Malayalam Proficiency (Spoken), Malayalam Proficiency (Written), Video Editing, Video Making, Certificate, Letter of recommendation, Flexible work hours, Informal dress code, 5 days a week, Free snacks & beverages, Job offer","Adobe After Effects, Adobe Premiere Pro, Hindi Proficiency (Spoken), Hindi Proficiency (Written), Malayalam Proficiency (Spoken), Malayalam Proficiency (Written), Video Editing, Video Making"
Human Resources (HR),Jaro Education,N/A,Starts immediatelyImmediately,N/A,N/A,2 Months,"English Proficiency (Spoken), English Proficiency (Written), MS-Excel, MS-Office, MS-Word, Certificate, Letter of recommendation, Job offer","English Proficiency (Spoken), English Proficiency (Written), MS-Excel, MS-Office, MS-Word"
Human Resources (HR),Alphanumeric Ideas Private Limited,N/A,Starts immediatelyImmediately,N/A,N/A,6 Months,"English Proficiency (Spoken), MS-Office, Certificate, Letter of recommendation, Informal dress code, Free snacks & beverages, Job offer","English Proficiency (Spoken), MS-Office"
Digital Marketing,KTM Realty,N/A,Starts immediatelyImmediately,N/A,N/A,3 Months,"Social Media Marketing, Certificate, Job offer",Social Media Marketing
Content & E-Commerce Management,Lagorii,N/A,Starts immediatelyImmediately,N/A,N/A,3 Months,"Content Marketing, Content Writing, English Proficiency (Written), Social Media Marketing, Certificate, Letter of recommendation, Flexible work hours, Informal dress code, Job offer","Content Marketing, Content Writing, English Proficiency (Written), Social Media Marketing"
Digital Marketing,Avsom Digital Solutions,N/A,Starts immediatelyImmediately,N/A,N/A,6 Months,"Creative Writing, English Proficiency (Spoken), English Proficiency (Written), Instagram Marketing, Search Engine Marketing (SEM), Certificate, Letter of recommendation, Flexible work hours, Informal dress code, Job offer","Creative Writing, English Proficiency (Spoken), English Proficiency (Written), Instagram Marketing, Search Engine Marketing (SEM)"
Digital Marketing,Labsmart Healthcare Technologies,N/A,Starts immediatelyImmediately,N/A,N/A,6 Months,"Content Marketing, Digital Marketing, Google AdWords, Hindi Proficiency (Spoken), Search Engine Marketing (SEM), Search Engine Optimization (SEO), Social Media Marketing, Certificate, Informal dress code, 5 days a week, Free snacks & beverages, Job offer","Content Marketing, Digital Marketing, Google AdWords, Hindi Proficiency (Spoken), Search Engine Marketing (SEM), Search Engine Optimization (SEO), Social Media Marketing"
Human Resources (HR),Sociium,N/A,Starts immediatelyImmediately,N/A,N/A,3 Months,"Effective Communication, English Proficiency (Spoken), English Proficiency (Written), Certificate, Letter of recommendation, Informal dress code, Free snacks & beverages, Job offer","Effective Communication, English Proficiency (Spoken), English Proficiency (Written)"
Social Media Marketing,Simit Bhagat Studios,N/A,Starts immediatelyImmediately,N/A,N/A,3 Months,"Creative Writing, Digital Marketing, English Proficiency (Written), Search Engine Marketing (SEM), Search Engine Optimization (SEO), Social Media Marketing, Certificate, Letter of recommendation, Informal dress code, 5 days a week, Job offer","Creative Writing, Digital Marketing, English Proficiency (Written), Search Engine Marketing (SEM), Search Engine Optimization (SEO), Social Media Marketing"
Social Media Marketing,CATKing Educare,N/A,Starts immediatelyImmediately,N/A,N/A,6 Months,"Creative Writing, Digital Marketing, English Proficiency (Spoken), English Proficiency (Written), Search Engine Marketing (SEM), Search Engine Optimization (SEO), Social Media Marketing, YouTube Ads, Certificate, Informal dress code, Job offer","Creative Writing, Digital Marketing, English Proficiency (Spoken), English Proficiency (Written), Search Engine Marketing (SEM), Search Engine Optimization (SEO), Social Media Marketing, YouTube Ads"
Mechanical (Only Pass Out Candidates),Edith Defence Systems Private Limited,N/A,Starts immediatelyImmediately,N/A,N/A,4 Months,"ANSYS, AutoCAD, Autodesk Fusion 360, CAD, CAM, SolidWorks, Certificate, Letter of recommendation, Informal dress code, Free snacks & beverages, Job offer","ANSYS, AutoCAD, Autodesk Fusion 360, CAD, CAM, SolidWorks"
Junior Business Analyst,TOOTHROCKET,N/A,Starts immediatelyImmediately,N/A,N/A,6 Months,"Analytical Thinking, Conflict Management, Digital Marketing, Document Management, Email Marketing, English Proficiency (Spoken), English Proficiency (Written), Problem Solving, Requirements Gathering, Search Engine Marketing (SEM), Certificate, Letter of recommendation, Flexible work hours, 5 days a week, Job offer","Analytical Thinking, Conflict Management, Digital Marketing, Document Management, Email Marketing, English Proficiency (Spoken), English Proficiency (Written), Problem Solving, Requirements Gathering, Search Engine Marketing (SEM)"
Marketing,Visualview Media,N/A,Starts immediatelyImmediately,N/A,N/A,3 Months,"Digital Marketing, Email Marketing, English Proficiency (Written), Market Analysis, Marketing Campaigns, Marketing Strategies, MS-Excel, Certificate, Letter of recommendation, Informal dress code, Free snacks & beverages, Job offer","Digital Marketing, Email Marketing, English Proficiency (Written), Market Analysis, Marketing Campaigns, Marketing Strategies, MS-Excel"
Operations (Export),Stockarea,N/A,Starts immediatelyImmediately,N/A,N/A,2 Months,"English Proficiency (Spoken), English Proficiency (Written), Enterprise Resource Planning(ERP), Hindi Proficiency (Spoken), Operations, Flexible work hours, Job offer","English Proficiency (Spoken), English Proficiency (Written), Enterprise Resource Planning(ERP), Hindi Proficiency (Spoken), Operations"
Business Development (Sales),Jaro Education,N/A,Starts immediatelyImmediately,N/A,N/A,2 Months,"English Proficiency (Spoken), English Proficiency (Written), Certificate, Letter of recommendation, Job offer","English Proficiency (Spoken), English Proficiency (Written)"
RF (Only Pass Out Candidates),Edith Defence Systems Private Limited,N/A,Starts immediatelyImmediately,N/A,N/A,4 Months,"Circuit Design, Linux, PCB Design, Python, Verilog, VHDL, Certificate, Letter of recommendation, Informal dress code, Free snacks & beverages, Job offer","Circuit Design, Linux, PCB Design, Python, Verilog, VHDL"
Electronics (Only Pass Out Candidates),Edith Defence Systems Private Limited,N/A,Starts immediatelyImmediately,N/A,N/A,4 Months,"Arduino, ARM Microcontroller, C++ Programming, Circuit Design, C Programming, Embedded Systems, PCB Design, PCB Soldering, Raspberry Pi, Certificate, Letter of recommendation, Informal dress code, Free snacks & beverages, Job offer","Arduino, ARM Microcontroller, C++ Programming, Circuit Design, C Programming, Embedded Systems, PCB Design, PCB Soldering, Raspberry Pi"
Content Writing,Great Learning,N/A,Starts immediatelyImmediately,N/A,N/A,6 Months,"Digital Marketing, Search Engine Optimization (SEO), Certificate, Letter of recommendation, Flexible work hours, Informal dress code, 5 days a week, Free snacks & beverages, Job offer","Digital Marketing, Search Engine Optimization (SEO)"
Drone Systems (Only Pass Out Candidates),Edith Defence Systems Private Limited,N/A,Starts immediatelyImmediately,N/A,N/A,4 Months,"Arduino, C++ Programming, C Programming, Raspberry Pi, Certificate, Letter of recommendation, Informal dress code, Free snacks & beverages, Job offer","Arduino, C++ Programming, C Programming, Raspberry Pi"
Robotics (Only Pass Out Candidates),Edith Defence Systems Private Limited,N/A,Starts immediatelyImmediately,N/A,N/A,4 Months,"Arduino, C++ Programming, C Programming, Embedded Systems, Gazebo, Python, Raspberry Pi, Robotics, Certificate, Letter of recommendation, Informal dress code, Free snacks & beverages, Job offer","Arduino, C++ Programming, C Programming, Embedded Systems, Gazebo, Python, Raspberry Pi, Robotics"
Market Research,ReportsInsights Consulting Pvt Ltd,N/A,Starts immediatelyImmediately,N/A,N/A,6 Months,"ChatGPT, Claude, Content Writing, English Proficiency (Spoken), English Proficiency (Written), Gemini, HTML, MS-Office, MS-Word, Research and Analytics, Certificate, Letter of recommendation, Informal dress code, 5 days a week, Free snacks & beverages, Job offer","ChatGPT, Claude, Content Writing, English Proficiency (Spoken), English Proficiency (Written), Gemini, HTML, MS-Office, MS-Word, Research and Analytics"
Market Research,ReportsInsights Consulting Pvt Ltd,N/A,Starts immediatelyImmediately,N/A,N/A,6 Months,"ChatGPT, Claude, Content Writing, English Proficiency (Spoken), English Proficiency (Written), Gemini, HTML, MS-Office, MS-Word, Research and Analytics, Certificate, Letter of recommendation, Informal dress code, 5 days a week, Free snacks & beverages, Job offer","ChatGPT, Claude, Content Writing, English Proficiency (Spoken), English Proficiency (Written), Gemini, HTML, MS-Office, MS-Word, Research and Analytics"
Accounting,Aap Ka Bazaar Tradeweb Llp,N/A,Starts immediatelyImmediately,N/A,N/A,6 Months,"Accounting, Accounting Software, Financial Reporting, Tally, Certificate, Letter of recommendation, Flexible work hours, Informal dress code, Free snacks & beverages, Job offer","Accounting, Accounting Software, Financial Reporting, Tally"
Blockchain Development,Emoolar Technology Private Limited,N/A,Starts immediatelyImmediately,N/A,N/A,3 Months,"Blockchain, Certificate, Letter of recommendation, Flexible work hours, 5 days a week, Job offer",Blockchain
Business Development (Sales),Regami Solutions,N/A,Starts immediatelyImmediately,N/A,N/A,3 Months,"Email Marketing, English Proficiency (Spoken), English Proficiency (Written), Marketing, MS-Excel, Job offer","Email Marketing, English Proficiency (Spoken), English Proficiency (Written), Marketing, MS-Excel"
Sales,BNM Business Solutions LLP,N/A,Starts immediatelyImmediately,N/A,N/A,2 Months,"Client Interaction, Client Relationship, Effective Communication, English Proficiency (Spoken), Negotiation, Problem Solving, Sales, Certificate, Letter of recommendation, Job offer","Client Interaction, Client Relationship, Effective Communication, English Proficiency (Spoken), Negotiation, Problem Solving, Sales"
Customer Service/Customer Support,PANM Labs India,N/A,Starts immediatelyImmediately,N/A,N/A,3 Months,"Client Interaction, Client Relationship, Customer Support, Emotional intelligence, English Proficiency (Spoken), English Proficiency (Written), Hindi Proficiency (Spoken), MS-Excel, MS-Office, Certificate, Letter of recommendation, Job offer","Client Interaction, Client Relationship, Customer Support, Emotional intelligence, English Proficiency (Spoken), English Proficiency (Written), Hindi Proficiency (Spoken), MS-Excel, MS-Office"
Digital Marketing,CollegeTips Ed Tech Media Private Limited,N/A,Starts immediatelyImmediately,N/A,N/A,1 Month,"Social Media Marketing, Certificate, Letter of recommendation, Flexible work hours, Informal dress code, 5 days a week, Job offer",Social Media Marketing
